year,annual_precip,annual_tmax,annual_tmin,annual_tavg,season_tavg,season_tmin,county_Madera,county_Monterey,county_Napa,county_Sacramento,county_San Joaquin,county_San Luis Obispo,county_Santa Barbara,county_Sonoma,county_Yolo
2028,5.854766618845201,76.64311,50.095745,61.20482217116939,68.94885358226946,50.63342316724132,0,0,0,0,1,0,0,0,0
2029,3.903469594682939,76.27847,49.58851,60.87542215158314,68.60225356775231,50.383797187821244,0,0,0,0,1,0,0,0,0
2030,4.948258153388388,75.1705,49.438377,60.448865966393086,68.1534242684555,50.30991211055277,0,0,0,0,1,0,0,0,0
2031,9.209168459905833,76.83119,51.5533,61.86847489323169,69.64715968252432,51.350730913027036,0,0,0,0,1,0,0,0,0
2032,9.084938291938304,75.18489,51.111156,61.144224153601584,68.88509137061236,51.133138221188524,0,0,0,0,1,0,0,0,0
2033,5.733998244756124,77.97003,51.40306,62.18117676563516,69.97618963719985,51.276793177760204,0,0,0,0,1,0,0,0,0
2034,7.576215498113483,76.59054,50.331127,61.284704029178286,69.0329065619272,50.74926190527764,0,0,0,0,1,0,0,0,0
2035,4.712567884828336,79.14195,50.66742,62.26307532133254,70.06236461869895,50.91476205707535,0,0,0,0,1,0,0,0,0
2036,5.37294961665228,77.32234,49.80796,61.30950473777217,69.05900226759678,50.491795297541074,0,0,0,0,1,0,0,0,0
2037,5.123344061328471,76.97885,50.30053,61.399843331537504,69.15405799330637,50.734204178400915,0,0,0,0,1,0,0,0,0
2038,7.689149494475349,75.60479,50.594635,61.06913950456679,68.80608609162616,50.87894231492016,0,0,0,0,1,0,0,0,0
2039,4.1786536963337655,78.29639,50.31141,61.83786556922985,69.61495205801741,50.73955856178552,0,0,0,0,1,0,0,0,0
2040,5.537659250856712,76.80159,49.432446,60.983119766430136,68.7155747354812,50.30699328262501,0,0,0,0,1,0,0,0,0
2041,4.091883527853749,76.40613,49.589058,60.91765431966224,68.64669093629799,50.38406687551378,0,0,0,0,1,0,0,0,0
2042,5.8358930706822125,77.385124,50.601448,61.65776282436629,69.42544504443953,50.88229520223627,0,0,0,0,1,0,0,0,0
2043,8.818786454823464,77.54932,51.796318,62.20510454882746,70.00136683667976,51.47032756204909,0,0,0,0,1,0,0,0,0
2044,4.859856086878962,75.408356,49.84251,60.69398163627881,68.4113389305356,50.508798417572145,0,0,0,0,1,0,0,0,0
2045,4.407018045567423,77.787384,50.402813,61.70811617112957,69.47842764820822,50.78454079565529,0,0,0,0,1,0,0,0,0
2046,8.056739574544206,76.356415,51.78473,61.80780056530594,69.58331717587754,51.46462475003983,0,0,0,0,1,0,0,0,0
2047,5.504209499208033,78.67151,51.988197,62.65357500371464,70.47325468407473,51.564757132771035,0,0,0,0,1,0,0,0,0
2048,4.376995636176578,75.754974,50.8744,61.23406056709431,68.9796186941379,51.016623295397565,0,0,0,0,1,0,0,0,0
2049,6.091019993204288,78.2442,52.457256,62.70662627474082,70.529076087276,51.795595525785714,0,0,0,0,1,0,0,0,0
2050,7.005340264636874,76.39855,52.388042,62.07074816799151,69.85999488531588,51.761533182809416,0,0,0,0,1,0,0,0,0
2051,7.669214282003492,78.98276,52.392822,62.92304375017134,70.75679404618869,51.763885568156695,0,0,0,0,1,0,0,0,0
2052,2.802337588436008,79.02209,49.682495,61.8170000020605,69.59299697163677,50.43005010348321,0,0,0,0,1,0,0,0,0
2053,5.73592872349754,77.686584,50.675056,61.787346600688394,69.56179518434189,50.91851996806109,0,0,0,0,1,0,0,0,0
2054,4.36362484341681,78.9716,51.97721,62.747782112094875,70.57238092326932,51.55935009138807,0,0,0,0,1,0,0,0,0
2055,6.668358271509334,77.631,52.440063,62.497757408081924,70.30930089628758,51.787134320497884,0,0,0,0,1,0,0,0,0
2056,9.25096500763893,79.192764,53.882843,63.60731436772832,71.47679462869264,52.49717083333255,0,0,0,0,1,0,0,0,0
2057,6.950510708424299,78.86301,52.25758,62.827804590597076,70.65658186607861,51.697328811015076,0,0,0,0,1,0,0,0,0
2058,8.055421701056733,80.185425,54.20875,64.06849869113168,71.96206021364151,52.65755971437359,0,0,0,0,1,0,0,0,0
2059,9.356960368409604,79.24461,54.469402,63.86654068871104,71.74955674549123,52.785834598377654,0,0,0,0,1,0,0,0,0
2060,7.760020834034532,80.629776,53.506508,63.924782790945784,71.81084002502907,52.311964779008505,0,0,0,0,1,0,0,0,0
2061,5.740175776728652,77.54108,51.4224,62.04801750003342,69.83607730979735,51.286310987931,0,0,0,0,1,0,0,0,0
2062,2.864636810392029,80.477936,51.390427,63.00117574856851,70.83900579533409,51.27057608903799,0,0,0,0,1,0,0,0,0
2063,6.553801485017761,79.94252,52.624306,63.33441869255158,71.18964939689596,51.877805980234086,0,0,0,0,1,0,0,0,0
2064,4.175227542062848,80.02223,52.453354,63.29006768130779,71.14298254739104,51.793675231303475,0,0,0,0,1,0,0,0,0
2065,4.7022054709400605,80.6134,51.649487,63.15270500208806,70.99844732036988,51.39806750076738,0,0,0,0,1,0,0,0,0
2066,5.55519274977643,79.90896,53.819176,63.8166897379137,71.69710277086259,52.465838340046915,0,0,0,0,1,0,0,0,0
2067,5.387160712158568,79.69385,54.285217,63.93831840719847,71.82508241880782,52.69519148222935,0,0,0,0,1,0,0,0,0
2068,4.90826576178778,80.70734,54.18502,64.23043519694092,72.13245241742716,52.64588144987758,0,0,0,0,1,0,0,0,0
2069,6.830283264378458,79.868744,54.10087,63.91975698502795,71.8055517909656,52.60446864088726,0,0,0,0,1,0,0,0,0
2070,7.337179858392924,78.287926,52.09427,62.57115177663178,70.3865276348798,51.61695892585516,0,0,0,0,1,0,0,0,0
2071,5.425428938745819,82.78557,53.33369,64.56278703180001,72.48215837959334,52.22691571395697,0,0,0,0,1,0,0,0,0
2072,7.487834023377299,79.64842,54.09543,63.84501445458497,71.72690649468078,52.60179144919496,0,0,0,0,1,0,0,0,0
2073,8.294126288422868,80.18323,54.355694,64.12844370913501,72.02513532862264,52.72987538643862,0,0,0,0,1,0,0,0,0
2074,7.543038983455896,80.98166,54.860184,64.59944698209671,72.5207325706969,52.97815046674189,0,0,0,0,1,0,0,0,0
2075,6.185262995392866,79.97829,52.98147,63.49364730469101,71.35719231127828,52.053577394496884,0,0,0,0,1,0,0,0,0
2076,3.8652156239387017,82.35539,53.679817,64.56414026029773,72.48358226844904,52.39725548029551,0,0,0,0,1,0,0,0,0
2077,5.516272714366949,80.817856,53.117645,63.82612372231429,71.70702936143871,52.12059330969897,0,0,0,0,1,0,0,0,0
2078,7.063824068608581,79.96927,54.90391,64.28437753565116,72.18921141642038,52.999669379230426,0,0,0,0,1,0,0,0,0
2079,10.90505780063778,81.810196,56.861015,65.6981355582103,73.67679041461906,53.96282107904001,0,0,0,0,1,0,0,0,0
2080,6.435686677707396,80.354454,55.105568,64.49437699838438,72.41017623883707,53.09891149729778,0,0,0,0,1,0,0,0,0
2081,6.1040442897797,80.95969,56.084778,65.09780350738504,73.04511134613418,53.580810923220525,0,0,0,0,1,0,0,0,0
2082,4.498027743361406,80.36258,53.776222,63.948217279030786,71.83549817143921,52.44469935255589,0,0,0,0,1,0,0,0,0
2083,3.304051589521598,81.441605,53.93728,64.36975974194766,72.2790519512784,52.52396095909613,0,0,0,0,1,0,0,0,0
2084,3.8598542389786985,80.4185,53.97628,64.0492133998111,71.94176791900207,52.543154061301976,0,0,0,0,1,0,0,0,0
2085,4.178165037714913,82.16522,55.348198,65.19037318683898,73.14251465619738,53.21831719955943,0,0,0,0,1,0,0,0,0
2086,8.619639455846027,82.23602,56.34922,65.62695134891291,73.60188924124678,53.71095098305433,0,0,0,0,1,0,0,0,0
2087,6.628331428288109,82.515076,55.95069,65.55423638818526,73.52537738652535,53.51482208505187,0,0,0,0,1,0,0,0,0
2088,5.136999178957231,81.04912,54.754883,64.57816982572993,72.4983444035229,52.926328598655275,0,0,0,0,1,0,0,0,0
2089,7.134009543720558,80.93355,57.34326,65.60877890719289,73.58276790490963,54.20014870912356,0,0,0,0,1,0,0,0,0
2090,11.378674921128452,81.9032,58.25639,66.30483234770224,74.31516656380555,54.649528130078046,0,0,0,0,1,0,0,0,0
2091,9.201739581713229,82.55122,58.188766,66.4901410403534,74.51015135962832,54.616248275114756,0,0,0,0,1,0,0,0,0
2092,7.827360684482753,81.47655,57.02636,65.65661522135069,73.63310204636586,54.04419245043041,0,0,0,0,1,0,0,0,0
2093,3.092382812434975,81.38129,54.492474,64.57913066683597,72.49935541603504,52.7971890407903,0,0,0,0,1,0,0,0,0
2094,7.841120740955919,83.27666,56.606956,66.07577786964676,74.07415174686967,53.83779081357038,0,0,0,0,1,0,0,0,0
2095,8.352372495011016,80.99292,54.3608,64.39697644700098,72.30768980739767,52.732388206435104,0,0,0,0,1,0,0,0,0
2096,3.7548904468483104,82.72432,55.151764,65.29324270032748,73.25075561778952,53.12164597292601,0,0,0,0,1,0,0,0,0
2097,6.727810680814683,82.80825,54.692482,65.13124039022095,73.08029417366069,52.895619142995095,0,0,0,0,1,0,0,0,0
2098,6.276247349465936,82.76271,57.09909,66.10984739749497,74.11000025368403,54.07998512539018,0,0,0,0,1,0,0,0,0
2099,9.258193512038067,81.23743,56.36026,65.30292799152427,73.2609466374307,53.71638410737106,0,0,0,0,1,0,0,0,0
2100,5.225417481287867,84.24263,56.536865,66.36468798505186,74.37814763102094,53.80329687185987,0,0,0,0,1,0,0,0,0
