year,annual_precip,annual_tmax,annual_tmin,annual_tavg,season_tavg,season_tmin,county_Madera,county_Monterey,county_Napa,county_Sacramento,county_San Joaquin,county_San Luis Obispo,county_Santa Barbara,county_Sonoma,county_Yolo
2078,27.44825399364799,72.94313,49.262817,59.64347870429502,67.30598279870162,50.22351362277692,0,0,0,0,0,0,0,1,0
2079,45.51818761410445,75.61682,50.555138,61.0567911952836,68.79309300139442,50.859504623693894,0,0,0,0,0,0,0,1,0
2080,21.731936558189396,74.29483,49.949352,60.371691926007614,68.07222049818387,50.5613786592613,0,0,0,0,0,0,0,1,0
2081,23.103301136613783,74.813,51.23426,61.072680197544635,68.80981166589619,51.19372149436669,0,0,0,0,0,0,0,1,0
2082,16.797856236673592,73.79342,48.58271,59.642473769445736,67.30492539004152,49.888812003240716,0,0,0,0,0,0,0,1,0
2083,11.617471379482897,75.0953,48.33557,59.96881706897798,67.64830907440658,49.76718679095474,0,0,0,0,0,0,0,1,0
2084,19.64584420240402,74.4526,48.103043,59.66133861142341,67.32477528109962,49.65275308642605,0,0,0,0,0,0,0,1,0
2085,14.8586370795089,76.14317,49.389324,60.74866642994967,68.46887915261573,50.285771617155255,0,0,0,0,0,0,0,1,0
2086,33.12986953924656,76.277374,50.95927,61.44099323558692,69.19735658618085,51.058390438582435,0,0,0,0,0,0,0,1,0
2087,23.20454613369584,76.05078,50.12909,61.02368558882166,68.75825874821278,50.649833269627315,0,0,0,0,0,0,0,1,0
2088,18.687075400442183,75.16808,48.692352,60.14006593461392,67.82849989342967,49.94277021124209,0,0,0,0,0,0,0,1,0
2089,27.85624988476485,74.87634,51.380486,61.153892764861254,68.89526483935462,51.26568381649879,0,0,0,0,0,0,0,1,0
2090,34.03178603927046,75.76332,52.440613,61.8834331857482,69.6628990392186,51.78740499245207,0,0,0,0,0,0,0,1,0
2091,31.25898022162825,76.76637,52.628643,62.29111208812876,70.09186535701338,51.87994035162554,0,0,0,0,0,0,0,1,0
2092,29.146818680918813,75.349304,51.151863,61.21513008927429,68.95969973998764,51.15317139071399,0,0,0,0,0,0,0,1,0
2093,10.3885195047985,74.78109,49.3144,60.26954732144591,67.96474229745878,50.24889920716369,0,0,0,0,0,0,0,1,0
2094,31.579248822804985,76.633934,51.36445,61.725600161038855,69.49682458444396,51.25779200657641,0,0,0,0,0,0,0,1,0
2095,30.1044755271256,75.40033,49.456673,60.53204412706112,68.2409456709474,50.31891613614145,0,0,0,0,0,0,0,1,0
2096,10.258914092023597,76.8825,49.554504,61.060135663412154,68.79661210471254,50.3670617869594,0,0,0,0,0,0,0,1,0
2097,25.67437410375416,77.25274,49.65168,61.22208145441777,68.9670140785316,50.414885092086465,0,0,0,0,0,0,0,1,0
2098,27.015570150396822,76.77417,52.11992,62.08364735855577,69.87356762171841,51.6295820815367,0,0,0,0,0,0,0,1,0
2099,31.20927168102264,75.87132,51.37851,61.48047043012364,69.23889512712176,51.26471136598703,0,0,0,0,0,0,0,1,0
2100,15.481991239083408,78.53682,51.04458,62.2196743560536,70.01669742288446,51.10037411933067,0,0,0,0,0,0,0,1,0
