year,annual_precip,annual_tmax,annual_tmin,annual_tavg,season_tavg,season_tmin,county_Madera,county_Monterey,county_Napa,county_Sacramento,county_San Joaquin,county_San Luis Obispo,county_Santa Barbara,county_Sonoma,county_Yolo
2025,9.833886428461968,73.65384,45.42793,58.29406374706396,65.88610661182881,48.336247516651966,0,0,1,0,0,0,0,0,0
2026,7.426780999698042,73.80792,46.174835,58.65313010318607,66.26392202422882,48.703822491089355,0,0,1,0,0,0,0,0,0
2027,5.319260131885148,72.915726,46.145393,58.34740245682819,65.94223046270724,48.68933317531641,0,0,1,0,0,0,0,0,0
2028,8.346988538299575,73.83006,46.362152,58.7377508274063,66.35296131536191,48.79600696098403,0,0,1,0,0,0,0,0,0
2029,6.738275261577889,72.92275,45.93583,58.26319352985225,65.85362447127775,48.58620076307119,0,0,1,0,0,0,0,0,0
2030,6.414444679625966,71.97969,45.64326,57.83209368915449,65.40001426435708,48.44221804736953,0,0,1,0,0,0,0,0,0
2031,11.76465741465859,73.64247,47.146465,58.99983654138339,66.62873213159712,49.181991565352604,0,0,1,0,0,0,0,0,0
2032,12.142475270098371,72.20013,47.285828,58.582778749225405,66.18989719467751,49.25057639362731,0,0,1,0,0,0,0,0,0
2033,7.849705926415175,75.06305,47.51061,59.61761252702944,67.27876598970747,49.36119854491025,0,0,1,0,0,0,0,0,0
2034,14.235907009061872,73.576324,46.958107,58.90030606334847,66.52400455697483,49.08929478726827,0,0,1,0,0,0,0,0,0
2035,9.443286625778004,76.02974,46.99936,59.72462273267744,67.39136385438782,49.109596660224625,0,0,1,0,0,0,0,0,0
2036,6.630780265321321,74.59734,46.98123,59.24581312006726,66.88755265580292,49.10067432835304,0,0,1,0,0,0,0,0,0
2037,6.798921201739981,74.157616,46.699104,58.98464552411375,66.61274789816326,48.96183142699594,0,0,1,0,0,0,0,0,0
2038,10.914069869396164,72.40019,46.808197,58.45141290318703,66.05167193227118,49.01551945517396,0,0,1,0,0,0,0,0,0
2039,4.787530255336761,76.252045,47.10845,59.84281002147236,67.515722426265,49.16328321201016,0,0,1,0,0,0,0,0,0
2040,8.047885112050249,73.66339,45.6721,58.398014110127654,65.99548486078034,48.45641110038534,0,0,1,0,0,0,0,0,0
2041,6.463521607186943,73.053925,45.974663,58.32238863005408,65.91591051065039,48.60531167942913,0,0,1,0,0,0,0,0,0
2042,7.34587829860501,74.15608,46.758263,59.00856448425127,66.63791581388261,48.99094539451891,0,0,1,0,0,0,0,0,0
2043,10.840621390216649,74.37674,47.476055,59.37751908761028,67.0261357995433,49.344192964225044,0,0,1,0,0,0,0,0,0
2044,7.099719489325359,71.96738,46.15621,58.03981958292923,65.61858680083827,48.694656554459,0,0,1,0,0,0,0,0,0
2045,5.65034495795276,74.59915,46.597424,59.08795061853958,66.72144718504448,48.91179156462952,0,0,1,0,0,0,0,0,0
2046,11.430770523447542,73.30068,48.176434,59.31260496292096,66.95783211034514,49.688871059861675,0,0,1,0,0,0,0,0,0
2047,8.394928562380224,75.63945,47.978294,60.000362157391415,67.6815013253232,49.59136025803946,0,0,1,0,0,0,0,0,0
2048,5.275018311079592,72.51961,47.02188,58.57892861443023,66.18584602073534,49.12067944642144,0,0,1,0,0,0,0,0,0
2049,6.8254584535096585,74.67056,47.95237,59.67085049478738,67.33478383822168,49.57860225851165,0,0,1,0,0,0,0,0,0
2050,9.5500224983941,73.05086,48.123756,59.20865424093446,66.84845348372926,49.66294659222066,0,0,1,0,0,0,0,0,0
2051,11.303363678461832,75.97041,48.396492,60.2819201326329,67.97776116898895,49.797168385123584,0,0,1,0,0,0,0,0,0
2052,3.899858510448485,75.96777,46.041077,59.30859525601673,66.95361303205559,48.63799605609321,0,0,1,0,0,0,0,0,0
2053,6.547922533757239,74.068405,47.466827,59.27225303974175,66.9153731658154,49.33965158096464,0,0,1,0,0,0,0,0,0
2054,6.608485710830726,75.69559,48.293602,60.14901276161318,67.83791388912924,49.74653304445795,0,0,1,0,0,0,0,0,0
2055,9.745767894830257,74.315384,48.49394,59.77757399621895,67.44708002810039,49.84512554983526,0,0,1,0,0,0,0,0,0
2056,12.243039154680892,75.899445,49.872284,60.86786464362556,68.594301435961,50.52345112077924,0,0,1,0,0,0,0,0,0
2057,11.891358595415127,75.56831,48.752556,60.29661554065788,67.99322391438038,49.972398455478,0,0,1,0,0,0,0,0,0
2058,12.890575975954013,76.69035,50.26307,61.289448038620556,69.03789828519311,50.71576895766678,0,0,1,0,0,0,0,0,0
2059,13.028587584159224,75.91719,50.412483,61.09673001044994,68.83511726700874,50.789299700740685,0,0,1,0,0,0,0,0,0
2060,10.084464549075811,77.2334,49.431236,61.124705249957444,68.86455326531743,50.3063978043258,0,0,1,0,0,0,0,0,0
2061,8.955453261837736,73.912735,47.89425,59.39749634041357,67.04715618721761,49.549999614916686,0,0,1,0,0,0,0,0,0
2062,4.443558939176202,77.26834,47.81795,60.47014113545852,68.17581034455893,49.51245003290884,0,0,1,0,0,0,0,0,0
2063,9.138628964692352,76.68826,49.336205,60.906095023153675,68.63452805803614,50.25963011982006,0,0,1,0,0,0,0,0,0
2064,6.905907343600094,77.02956,49.163223,60.94698086221985,68.67754879747532,50.17450034531309,0,0,1,0,0,0,0,0,0
2065,7.380954800339788,77.79651,47.901833,60.67856490260168,68.3951171946565,49.553731442968655,0,0,1,0,0,0,0,0,0
2066,8.650828864385783,77.21786,50.43989,61.5360245883422,69.29735010860364,50.80278753028314,0,0,1,0,0,0,0,0,0
2067,6.480799688919335,77.16155,50.82238,61.67541079840068,69.4440145274171,50.99102264983992,0,0,1,0,0,0,0,0,0
2068,6.699296618813798,77.29037,50.327995,61.5136867130488,69.27384583586345,50.74772055153126,0,0,1,0,0,0,0,0,0
2069,8.862893241116032,76.77362,50.213573,61.2964123172067,69.04522621146978,50.69140995818261,0,0,1,0,0,0,0,0,0
2070,8.815370596439168,75.03531,49.041332,60.24045840994751,67.93413447551542,50.11451402682661,0,0,1,0,0,0,0,0,0
2071,7.641905630728528,79.386444,49.66673,61.93038023235674,69.71229747901377,50.42229166101461,0,0,1,0,0,0,0,0,0
2072,9.29098987088196,76.6252,50.371338,61.31271024465836,69.06237515365393,50.76905097791352,0,0,1,0,0,0,0,0,0
2073,9.414425671597122,77.07119,50.182205,61.38137573561813,69.13462609095922,50.675972798439204,0,0,1,0,0,0,0,0,0
2074,11.967689922848493,77.94119,51.02854,62.01706284239185,69.80350631966378,51.092480340884975,0,0,1,0,0,0,0,0,0
2075,8.98908358749792,76.849106,49.567795,61.054634844990524,68.79082405482963,50.37360269776499,0,0,1,0,0,0,0,0,0
2076,6.946878636420965,79.15068,50.2222,62.082134440595205,69.87197570503379,50.69565557081671,0,0,1,0,0,0,0,0,0
2077,7.571001819526925,77.64715,49.668926,61.358980385052966,69.1110613418109,50.42337238030805,0,0,1,0,0,0,0,0,0
2078,10.152658166122286,76.09588,50.875717,61.34677781491147,69.09822160065514,51.01727143169513,0,0,1,0,0,0,0,0,0
2079,17.345785898828655,78.48941,52.43748,62.77914675305955,70.60538330446934,51.78586314657487,0,0,1,0,0,0,0,0,0
2080,8.48219412140496,76.9232,51.27227,61.78272435645103,69.5569315843889,51.212427387055,0,0,1,0,0,0,0,0,0
2081,8.624790567121579,77.44539,52.265053,62.36442871707725,70.16901029674294,51.701006504676215,0,0,1,0,0,0,0,0,0
2082,5.951669919738359,76.85361,50.098106,61.27506096538146,69.02275997463748,50.634585088121014,0,0,1,0,0,0,0,0,0
2083,4.563458894828371,77.9284,50.28883,61.707457820742775,69.47773492131067,50.72844624773916,0,0,1,0,0,0,0,0,0
2084,7.210218904497027,77.159195,50.082726,61.369262484435275,69.12188033265264,50.62701611602034,0,0,1,0,0,0,0,0,0
2085,5.695178792239018,79.0233,51.31836,62.492781065284504,70.30406470811737,51.23510969681571,0,0,1,0,0,0,0,0,0
2086,13.151110218930244,78.89284,52.422432,62.90568077734296,70.73852444607775,51.77845756190837,0,0,1,0,0,0,0,0,0
2087,9.534901008913144,78.99979,51.876297,62.71539497630265,70.53830265651678,51.50968769336503,0,0,1,0,0,0,0,0,0
2088,6.889960599206909,77.78102,50.532944,61.75974798730519,69.53275547811697,50.84858227214629,0,0,1,0,0,0,0,0,0
2089,10.6040567632851,77.54756,52.85502,62.641620939154315,70.46067642450039,51.99134745157562,0,0,1,0,0,0,0,0,0
2090,14.069880293361246,78.34912,53.568306,63.1998576014246,71.04806204606143,52.34237747978074,0,0,1,0,0,0,0,0,0
2091,12.200201930407808,79.52526,53.983532,63.75829105007462,71.63565472942581,52.546722994050604,0,0,1,0,0,0,0,0,0
2092,10.683525960163996,78.015465,52.698074,62.7307861763133,70.5544975254601,51.91410948699104,0,0,1,0,0,0,0,0,0
2093,3.819908574863523,77.82947,50.769867,61.87350621683328,69.65245372238363,50.965179383785156,0,0,1,0,0,0,0,0,0
2094,12.941572294378505,79.72439,52.96109,63.40168862419643,71.2604319041768,52.04354776826726,0,0,1,0,0,0,0,0,0
2095,11.782510482059196,77.84732,50.96438,61.95968627600323,69.74313377090614,51.06090522710223,0,0,1,0,0,0,0,0,0
2096,4.2638232504398745,79.67259,51.498367,62.78074453386503,70.6070645152084,51.323696690373865,0,0,1,0,0,0,0,0,0
2097,10.121340454995408,79.81349,51.282654,62.73804778542165,70.56213830770878,51.21753767355002,0,0,1,0,0,0,0,0,0
2098,10.63085062022902,79.54366,53.541664,63.581915943323544,71.45006999680444,52.329266130320015,0,0,1,0,0,0,0,0,0
2099,12.739342073353752,78.20421,52.672752,62.78243739217048,70.60884576802673,51.901647750220356,0,0,1,0,0,0,0,0,0
2100,5.676958636880815,81.27154,52.930656,63.898206059125535,71.78287555906975,52.02857025871514,0,0,1,0,0,0,0,0,0
