year,county code,county,harvested acres,yield,production,price p/u,value,annual_precip,annual_tavg,annual_tmin,annual_tmax,annual_var,season_precip,season_tavg,season_tmin,season_tmax,season_var
2015,79,San Luis Obispo,39000.0,2.53,98800.0,1482.14,146435000,6.65,61.43333333333333,35.1,88.8,50.99999999999999,1.15,67.51666666666667,43.0,88.8,15.999999999999986
2015,83,Santa Barbara,21300.0,3.12,66400.0,1599.37,106198000,5.050000000000001,61.225,38.2,85.6,43.6,1.15,65.78333333333332,44.4,85.6,14.100000000000009
2015,97,Sonoma,58200.0,3.14,183000.0,2440.1,446539000,21.43,59.39166666666667,39.3,82.0,40.900000000000006,3.1900000000000004,63.9,43.7,82.0,12.100000000000009
2015,113,Yolo,13300.0,6.84,91000.0,774.31,70462000,9.189999999999998,63.875,38.0,94.0,59.09999999999999,1.5400000000000005,72.08333333333333,47.5,94.0,17.299999999999983
2016,19,Fresno,75500.0,10.0,755000.0,382.85,289053000,19.6,57.30833333333333,31.0,90.2,66.5,2.92,66.68333333333332,41.9,90.2,22.999999999999982
2016,39,Madera,37300.0,11.23,419000.0,314.01,131571000,24.08,57.875,31.6,91.0,65.39999999999999,3.5,67.13333333333334,42.5,91.0,21.9
2016,53,Monterey,44800.0,3.84,172000.0,1388.91,238892000,20.86,60.04166666666666,37.2,86.7,42.89999999999999,1.02,65.85,44.4,86.7,10.899999999999991
2016,55,Napa,43400.0,3.53,153000.0,4768.02,729507000,36.010000000000005,60.4,36.1,89.2,52.400000000000006,1.68,67.96666666666667,47.0,89.2,11.6
2016,67,Sacramento,33900.0,8.5,288000.0,639.59,184202000,22.67,63.46666666666667,36.9,95.2,59.6,1.99,72.33333333333333,50.1,95.2,14.200000000000005
2016,77,San Joaquin,98000.0,7.31,716000.0,594.67,425781000,18.33,63.3,37.4,94.5,57.4,2.44,71.60000000000001,49.9,94.5,14.700000000000005
2016,79,San Luis Obispo,40300.0,3.87,156000.0,1557.05,242900000,16.060000000000002,61.12499999999999,37.9,89.8,48.0,0.6,67.63333333333333,44.5,89.8,16.000000000000007
2016,83,Santa Barbara,21300.0,3.87,82500.0,1837.94,151630000,15.99,60.40833333333333,39.6,83.8,42.1,0.98,65.43333333333332,46.3,83.8,12.800000000000011
2016,97,Sonoma,60000.0,3.77,226000.0,2595.21,586518000,49.56,58.15833333333333,37.2,80.9,42.89999999999999,2.12,63.46666666666667,46.4,80.9,8.199999999999989
2016,113,Yolo,14500.0,7.1,103000.0,788.97,81264000,22.92,63.06666666666666,36.5,95.2,59.70000000000001,1.31,72.10000000000001,49.6,95.2,13.800000000000011
2017,19,Fresno,59700 ,13.32 ,795000 ,361.02 ,287013000,27.16,57.34166666666667,31.2,91.9,69.29999999999998,4.299999999999999,66.91666666666666,39.7,91.9,25.799999999999983
2017,39,Madera,36800 ,10.65 ,392000 ,304.11 ,119212000,29.76,57.8,31.3,92.7,69.1,4.94,67.35000000000001,40.2,92.7,25.5
2017,53,Monterey,44300 ,3.86 ,171000 ,1397.82 ,239027000,25.02,60.44166666666667,35.1,89.3,46.2,2.02,66.83333333333333,43.5,89.3,13.099999999999994
2017,55,Napa,43600 ,3.26 ,142000 ,5287.55 ,750832000,43.3,60.833333333333336,37.0,92.2,55.10000000000001,4.13,68.85000000000001,45.2,92.2,13.600000000000025
2017,67,Sacramento,35300 ,7.79 ,275000 ,618.84 ,170181000,27.87,63.68333333333333,37.4,98.2,65.10000000000002,3.72,72.9,48.3,98.2,18.10000000000001
2017,77,San Joaquin,98100 ,6.79 ,666000 ,593.91 ,395541000,19.08,63.74166666666667,35.6,98.0,63.400000000000006,2.32,72.71666666666667,48.0,98.0,16.700000000000003
2017,79,San Luis Obispo,42200 ,3.89 ,164000 ,1632.09 ,267662000,20.890000000000004,61.71666666666666,36.1,92.4,51.5,2.08,68.76666666666667,44.5,92.4,19.6
2017,83,Santa Barbara,21600 ,3.37 ,72700 ,2010.04 ,146130000,20.52,60.66666666666666,39.2,85.2,41.40000000000001,1.43,66.06666666666666,45.2,85.2,15.400000000000006
2017,97,Sonoma,60000 ,3.43 ,206000 ,2807.34 ,578313000,52.76,58.475,37.6,83.5,42.69999999999999,5.919999999999999,64.38333333333334,44.1,83.5,8.899999999999991
2017,113,Yolo,14800 ,6.89 ,102000 ,843.25 ,86012000,30.74000000000001,63.13333333333333,36.2,97.1,62.8,3.3,72.38333333333334,48.0,97.1,15.599999999999994
2018,19,Fresno,59500 ,12.92 ,769000 ,373.14 ,286941000,16.869999999999997,57.35833333333333,31.0,92.1,71.19999999999999,2.24,67.0,40.9,92.1,26.999999999999996
2018,39,Madera,34800 ,11.15 ,388000 ,323.02 ,125331000,20.72,57.708333333333336,31.2,92.5,70.19999999999999,2.72,67.2,40.9,92.5,26.499999999999996
2018,53,Monterey,44900 ,4.01 ,180000 ,1376.43 ,247758000,19.21,59.866666666666674,35.8,90.3,49.89999999999999,1.31,65.73333333333333,42.7,90.3,20.39999999999999
2018,55,Napa,43400 ,4.26 ,185000 ,5614.05 ,1038600000,24.56,60.44166666666666,38.2,91.5,53.50000000000001,3.3,67.55,44.0,91.5,18.60000000000001
2018,67,Sacramento,36400 ,8.79 ,320000 ,583.68 ,186777000,18.950000000000003,62.850000000000016,38.2,97.2,60.30000000000001,3.07,71.35000000000001,47.1,97.2,21.0
2018,77,San Joaquin,97200 ,7.73 ,751000 ,573.23 ,430492000,14.35,63.31666666666666,39.3,97.2,58.1,2.28,71.45,47.7,97.2,21.200000000000003
2018,79,San Luis Obispo,42900 ,4.13 ,177000 ,1559.33 ,276002000,14.400000000000002,61.116666666666674,35.3,92.8,57.900000000000006,0.35,67.89999999999999,43.9,92.8,23.599999999999994
2018,83,Santa Barbara,16200 ,3.65 ,59100 ,2052.57 ,121307000,12.72,60.23333333333334,37.5,87.2,50.0,0.34,65.53333333333333,44.5,87.2,20.8
2018,97,Sonoma,59900 ,4.61 ,276000 ,2817.66 ,777675000,36.02,58.05833333333334,38.6,82.5,40.39999999999999,6.92,63.133333333333326,43.4,82.5,13.099999999999994
2018,113,Yolo,14800 ,6.53 ,96600 ,865.38 ,83596000,17.84,62.425,38.4,96.9,61.1,2.28,70.83333333333333,45.8,96.9,21.3
2019,19,Fresno,53500,13.83,740000,343.65,254300000,25.12,55.78333333333333,29.2,88.7,74.49999999999999,4.3100000000000005,65.46666666666665,43.0,88.7,26.89999999999999
2019,39,Madera,34100,11.26,384000,340.01,130562000,25.3,56.24999999999999,30.3,89.0,72.19999999999999,4.74,65.8,42.9,89.0,25.999999999999996
2019,53,Monterey,44700,2.95,132000,1409.82,186096000,30.5,59.133333333333326,36.5,88.2,54.59999999999998,2.43,65.88333333333333,45.5,88.2,16.999999999999986
2019,55,Napa,44200,3.62,160000,5862.26,937962000,43.5,59.99166666666667,37.3,90.4,61.30000000000001,4.52,68.05,48.4,90.4,19.90000000000001
2019,67,Sacramento,35500,8.9,316000,555.13,175422000,25.880000000000003,62.85833333333334,39.6,95.2,62.89999999999999,4.34,71.85000000000001,51.1,95.2,21.599999999999987
2019,77,San Joaquin,95900,7.11,682000,546.14,372467000,17.6,63.09166666666668,39.7,94.7,60.7,2.96,71.85,50.4,94.7,20.8
2019,79,San Luis Obispo,48400,3.1,150000,1695.15,254273000,23.65,59.73333333333334,36.0,89.5,59.2,1.65,66.93333333333334,45.9,89.5,19.10000000000001
2019,83,Santa Barbara,14900,3.37,50200,2113.13,106079000,26.65,58.55833333333334,36.6,83.1,52.69999999999998,1.79,64.43333333333332,46.2,83.1,14.499999999999991
2019,97,Sonoma,57500,4,230000,2843.57,654021000,57.85,57.89166666666666,38.1,83.5,52.7,7.29,63.88333333333335,47.3,83.5,16.499999999999986
2019,113,Yolo,19100,7.17,137000,789.36,108143000,33.14,62.4,38.6,95.1,64.10000000000001,3.810000000000001,71.58333333333334,50.9,95.1,20.900000000000013
2020,19,Fresno,56900,12.13,690000,362.14,249877000,0.7,41.8,31.7,51.9,0.0,0.0,,,,0.0
2020,39,Madera,33000,11.82,390000,348.98,136101000,0.92,42.4,32.5,52.3,0.0,0.0,,,,0.0
2020,53,Monterey,44900,2.1,94300,1123.98,105991000,1.25,49.1,37.5,60.7,0.0,0.0,,,,0.0
2020,55,Napa,45200,2.2,99300,4646.48,461395000,2.71,48.2,39.2,57.3,0.0,0.0,,,,0.0
2020,67,Sacramento,36000,8.19,295000,528.73,155975000,1.28,48.8,40.1,57.6,0.0,0.0,,,,0.0
2020,77,San Joaquin,91200,6.67,608000,560.71,340913000,1.05,49.7,41.0,58.4,0.0,0.0,,,,0.0
2020,79,San Luis Obispo,43800,3.04,133000,1640.89,218238000,0.61,48.9,37.8,60.0,0.0,0.0,,,,0.0
2020,83,Santa Barbara,14400,2.97,42800,2192.43,93836000,0.63,50.5,39.3,61.6,0.0,0.0,,,,0.0
2020,97,Sonoma,56800,2.61,148000,2375.08,351512000,3.92,49.2,41.0,57.3,0.0,0.0,,,,0.0
2020,113,Yolo,19200,7.81,150000,699.67,104951000,1.45,48.5,39.3,57.7,0.0,0.0,,,,0.0
