,time Prec,mean Prec,mean Tmax,mean Tmin
0,1950-12-31 00:00:00+00:00,30.50108575162232,68.9162,45.79026
1,1951-12-31 00:00:00+00:00,20.44843707618758,68.91192,43.715492
2,1952-12-31 00:00:00+00:00,19.59993721993536,70.654785,43.904564
3,1953-12-31 00:00:00+00:00,23.205588394218385,67.725784,43.564373
4,1954-12-31 00:00:00+00:00,13.922707722037284,69.60406,41.415173
5,1955-12-31 00:00:00+00:00,18.56934114494115,69.445145,42.707825
6,1956-12-31 00:00:00+00:00,12.198995727690606,71.07085,42.10616
7,1957-12-31 00:00:00+00:00,22.81546616227537,68.22516,43.646553
8,1958-12-31 00:00:00+00:00,20.00332372181117,67.45854,42.113903
9,1959-12-31 00:00:00+00:00,13.71633855459094,68.95767,42.8462
10,1960-12-31 00:00:00+00:00,17.05808556300759,70.27944,42.745014
11,1961-12-31 00:00:00+00:00,22.631766953185647,67.58175,42.31715
12,1962-12-31 00:00:00+00:00,10.837057429463266,69.23497,41.864845
13,1963-12-31 00:00:00+00:00,30.38383936274886,68.39293,43.585304
14,1964-12-31 00:00:00+00:00,22.650549818347244,66.80513,42.96743
15,1965-12-31 00:00:00+00:00,15.8339474113141,67.90502,42.499744
16,1966-12-31 00:00:00+00:00,14.126715171491057,69.14697,41.914886
17,1967-12-31 00:00:00+00:00,12.911659575779735,69.20619,40.996483
18,1968-12-31 00:00:00+00:00,18.07883085047945,68.874954,42.256176
19,1969-12-31 00:00:00+00:00,13.951284351349177,70.43309,42.682777
20,1970-12-31 00:00:00+00:00,16.85676454797059,68.98839,43.71752
21,1971-12-31 00:00:00+00:00,18.885187266818583,69.70623,43.55778
22,1972-12-31 00:00:00+00:00,20.87217616993904,68.39517,42.652893
23,1973-12-31 00:00:00+00:00,21.400443856613336,67.62317,42.474037
24,1974-12-31 00:00:00+00:00,19.861044072605967,67.04507,42.572197
25,1975-12-31 00:00:00+00:00,14.470708663407414,69.15872,41.48823
26,1976-12-31 00:00:00+00:00,20.732000049569606,69.53781,43.973503
27,1977-12-31 00:00:00+00:00,16.38456984381616,68.29119,42.527924
28,1978-12-31 00:00:00+00:00,10.965055891934036,69.66327,41.459007
29,1979-12-31 00:00:00+00:00,13.066543766182734,69.274414,42.600048
30,1980-12-31 00:00:00+00:00,20.752290866125524,71.32611,42.595875
31,1981-12-31 00:00:00+00:00,23.2433378665182,68.69389,42.200806
32,1982-12-31 00:00:00+00:00,24.718608532720506,68.23219,43.331795
33,1983-12-31 00:00:00+00:00,12.881068120655268,67.82597,42.26947
34,1984-12-31 00:00:00+00:00,10.1788105101306,69.53693,42.66745
35,1985-12-31 00:00:00+00:00,29.967511723381875,67.26529,42.33907
36,1986-12-31 00:00:00+00:00,12.859217081280647,71.583405,42.48711
37,1987-12-31 00:00:00+00:00,12.02986757414326,70.5101,42.554455
38,1988-12-31 00:00:00+00:00,20.005858093902468,68.85326,43.33207
39,1989-12-31 00:00:00+00:00,12.02255591065988,68.84836,43.508564
40,1990-12-31 00:00:00+00:00,14.73033132442206,71.52463,43.64309
41,1991-12-31 00:00:00+00:00,19.338352004532517,70.15903,43.78031
42,1992-12-31 00:00:00+00:00,20.02706762034148,71.31633,44.1344
43,1993-12-31 00:00:00+00:00,15.172953074236212,67.66305,43.1876
44,1994-12-31 00:00:00+00:00,19.785098444925246,69.37576,43.545258
45,1995-12-31 00:00:00+00:00,20.600599192566275,70.59717,45.22814
46,1996-12-31 00:00:00+00:00,22.63058688618064,70.08531,46.42752
47,1997-12-31 00:00:00+00:00,26.028378365431127,71.39906,46.0224
48,1998-12-31 00:00:00+00:00,14.364193756358029,70.98202,44.132366
49,1999-12-31 00:00:00+00:00,10.376908120663986,70.43121,42.700737
50,2000-12-31 00:00:00+00:00,15.25953989673525,69.605865,43.86974
51,2001-12-31 00:00:00+00:00,13.84878484008193,70.43446,42.504906
52,2002-12-31 00:00:00+00:00,18.93553890434235,69.05309,44.662457
53,2003-12-31 00:00:00+00:00,12.351116660522818,67.69887,41.96581
54,2004-12-31 00:00:00+00:00,15.553946814702895,71.56171,43.353657
55,2005-12-31 00:00:00+00:00,20.350551706109044,71.26486,46.046295
